CIPFamily,CIPCode,Type,General,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
09,09.0999,Communications,Pre-professional,no,"Public Relations, Advertising, and Applied Communication, Other","Any instructional program in organizational communication, public relations, and advertising not listed above.",,"Examples: - Technical Communication, - Scientific Communication"
09,09.10,Communications,Pre-professional,no,Publishing.,Instructional content is defined in code 09.1001.,,"Examples: - Technical Communication, - Scientific Communication"
09,09.1001,Communications,Pre-professional,no,Publishing.,"A program that focuses on the process of managing the creation, publication, and distribution of print and electronic books and other text products and prepares individuals to manage the editorial, technical, and business aspects of publishing operations.  Includes instruction in product planning and design, editing, author relations, business and copyright law, publishing industry operations, contracting and purchasing, product marketing, electronic publishing and commerce, history of publishing, and professional standards and ethics.",,"Examples: - Technical Communication, - Scientific Communication"
09,09.99,Communications,Pre-professional,no,"Communication, Journalism, and Related Programs, Other.",Instructional content is defined in code 09.9999.,,"Examples: - Technical Communication, - Scientific Communication"
09,09.9999,Communications,Pre-professional,no,"Communication, Journalism, and Related Programs, Other.","Any instructional program in communication, journalism, and related fields not listed above.",,"Examples: - Technical Communication, - Scientific Communication"
10,10,Communications,Pre-professional,no,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,"Instructional programs that prepare individuals to function as equipment operators, support technicians, and operations managers in the film/video, recording, and graphic communications industries.",,"Examples: - Technical Communication, - Scientific Communication"
10,10.01,Communications,Pre-professional,no,Communications Technology/Technician.,Instructional content is defined in code 10.0105.,,"Examples: - Technical Communication, - Scientific Communication"
10,10.0105,Communications,Pre-professional,no,Communications Technology/Technician.,"A program that generally prepares individuals to function as workers and managers within communications industries.  Includes instruction in business economics; basic management; principles of interpersonal and mediated communications; radio, television, and digital media production; and related aspects of technology and communications systems.",,"Examples: - Technical Communication, - Scientific Communication"
10,10.02,Communications,Pre-professional,no,Audiovisual Communications Technologies/Technicians.,Instructional content for this group of programs is defined in codes 10.0201 - 10.0299.,,"Examples: - Technical Communication, - Scientific Communication"
10,10.0201,Communications,Pre-professional,no,Photographic and Film/Video Technology/Technician and Assistant.,"A program that prepares individuals to apply technical knowledge and skills to the operation and maintenance of camera and lighting equipment and the production of finished still, video, and film products under the supervision of photographers, directors, and editors.  Includes instruction in equipment setup and maintenance; lighting; power supplies; studio and film set tasks such as camera operator, grip, and best boy; plate and negative handling and development; laboratory procedures; and digital software applications.",,"Examples: - Technical Communication, - Scientific Communication"
10,10.0202,Communications,Pre-professional,no,Radio and Television Broadcasting Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to the production of radio and television programs, and related operations, under the supervision of broadcast and studio managers, directors, editors, and producers.  Includes instruction in sound, lighting, and camera operation and maintenance; power and feed control; studio operations; production preparation; broadcast engineering; related computer applications; and specialized applications such as news, entertainment, live talk, sports, commercials, and taping.",,"Examples: - Technical Communication, - Scientific Communication"
10,10.0203,Communications,Pre-professional,no,Recording Arts Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to the production of sound recordings as finished products or as components of film/video, broadcast, live, or mixed media productions.  Includes instruction in sound equipment operation and maintenance; music, dialogue, and sound effects recording; sound track editing; dubbing and mixing; sound engineering; tape, disk, and CD production; digital recording and transmission; amplification and modulation; and working with producers, editors, directors, artists, and production managers.",50.0913 - Music Technology.,"Examples: - Technical Communication, - Scientific Communication"
