"CIPCode2000","CIPTitle2000","Action","Text change","CIPCode2010","CIPTitle2010"
="12.05","Culinary Arts and Related Services.","No substantive changes",no,="12.05","Culinary Arts and Related Services."
="12.0500","Cooking and Related Culinary Arts, General.","No substantive changes",no,="12.0500","Cooking and Related Culinary Arts, General."
="12.0501","Baking and Pastry Arts/Baker/Pastry Chef.","No substantive changes",no,="12.0501","Baking and Pastry Arts/Baker/Pastry Chef."
="12.0502","Bartending/Bartender.","No substantive changes",no,="12.0502","Bartending/Bartender."
="12.0503","Culinary Arts/Chef Training.","No substantive changes",no,="12.0503","Culinary Arts/Chef Training."
="12.0504","Restaurant, Culinary, and Catering Management/Manager.","No substantive changes",no,="12.0504","Restaurant, Culinary, and Catering Management/Manager."
="12.0505","Food Preparation/Professional Cooking/Kitchen Assistant.","No substantive changes",no,="12.0505","Food Preparation/Professional Cooking/Kitchen Assistant."
="12.0506","Meat Cutting/Meat Cutter.","No substantive changes",no,="12.0506","Meat Cutting/Meat Cutter."
="12.0507","Food Service, Waiter/Waitress, and Dining Room Management/Manager.","No substantive changes",no,="12.0507","Food Service, Waiter/Waitress, and Dining Room Management/Manager."
="12.0508","Institutional Food Workers.","No substantive changes",no,="12.0508","Institutional Food Workers."
"","","New",no,="12.0509","Culinary Science/Culinology."
"","","New",no,="12.0510","Wine Steward/Sommelier."
="12.0599","Culinary Arts and Related Services, Other.","No substantive changes",no,="12.0599","Culinary Arts and Related Services, Other."
="12.99","Personal and Culinary Services, Other.","No substantive changes",no,="12.99","Personal and Culinary Services, Other."
="12.9999","Personal and Culinary Services, Other.","No substantive changes",no,="12.9999","Personal and Culinary Services, Other."
="13","EDUCATION.","No substantive changes",no,="13","EDUCATION."
="13.01","Education, General.","No substantive changes",no,="13.01","Education, General."
="13.0101","Education, General.","No substantive changes",no,="13.0101","Education, General."
="13.02","Bilingual, Multilingual, and Multicultural Education.","No substantive changes",no,="13.02","Bilingual, Multilingual, and Multicultural Education."
="13.0201","Bilingual and Multilingual Education.","No substantive changes",no,="13.0201","Bilingual and Multilingual Education."
="13.0202","Multicultural Education.","No substantive changes",no,="13.0202","Multicultural Education."
="13.0203","Indian/Native American Education.","No substantive changes",no,="13.0203","Indian/Native American Education."
="13.0299","Bilingual, Multilingual, and Multicultural Education, Other.","No substantive changes",no,="13.0299","Bilingual, Multilingual, and Multicultural Education, Other."
="13.03","Curriculum and Instruction.","No substantive changes",no,="13.03","Curriculum and Instruction."
="13.0301","Curriculum and Instruction.","No substantive changes",no,="13.0301","Curriculum and Instruction."
="13.04","Educational Administration and Supervision.","No substantive changes",no,="13.04","Educational Administration and Supervision."
="13.0401","Educational Leadership and Administration, General.","No substantive changes",no,="13.0401","Educational Leadership and Administration, General."
="13.0402","Administration of Special Education.","No substantive changes",no,="13.0402","Administration of Special Education."
="13.0403","Adult and Continuing Education Administration.","No substantive changes",no,="13.0403","Adult and Continuing Education Administration."
="13.0404","Educational, Instructional, and Curriculum Supervision.","No substantive changes",no,="13.0404","Educational, Instructional, and Curriculum Supervision."
="13.0406","Higher Education/Higher Education Administration.","No substantive changes",no,="13.0406","Higher Education/Higher Education Administration."
="13.0407","Community College Education.","No substantive changes",no,="13.0407","Community College Education."
="13.0408","Elementary and Middle School Administration/Principalship.","No substantive changes",no,="13.0408","Elementary and Middle School Administration/Principalship."
="13.0409","Secondary School Administration/Principalship.","No substantive changes",no,="13.0409","Secondary School Administration/Principalship."
="13.0410","Urban Education and Leadership.","No substantive changes",no,="13.0410","Urban Education and Leadership."
="13.0411","Superintendency and Educational System Administration.","No substantive changes",no,="13.0411","Superintendency and Educational System Administration."
="13.0499","Educational Administration and Supervision, Other.","No substantive changes",no,="13.0499","Educational Administration and Supervision, Other."
="13.05","Educational/Instructional Media Design.","No substantive changes",no,="13.05","Educational/Instructional Media Design."
="13.0501","Educational/Instructional Media Design.","No substantive changes",yes,="13.0501","Educational/Instructional Technology."
="13.06","Educational Assessment, Evaluation, and Research.","No substantive changes",no,="13.06","Educational Assessment, Evaluation, and Research."
="13.0601","Educational Evaluation and Research.","No substantive changes",no,="13.0601","Educational Evaluation and Research."
="13.0603","Educational Statistics and Research Methods.","No substantive changes",no,="13.0603","Educational Statistics and Research Methods."
="13.0604","Educational Assessment, Testing, and Measurement.","No substantive changes",no,="13.0604","Educational Assessment, Testing, and Measurement."
"","","New",no,="13.0607","Learning Sciences."
="13.0699","Educational Assessment, Evaluation, and Research, Other.","No substantive changes",no,="13.0699","Educational Assessment, Evaluation, and Research, Other."
="13.07","International and Comparative Education.","No substantive changes",no,="13.07","International and Comparative Education."
="13.0701","International and Comparative Education.","No substantive changes",no,="13.0701","International and Comparative Education."
="13.09","Social and Philosophical Foundations of Education.","No substantive changes",no,="13.09","Social and Philosophical Foundations of Education."
="13.0901","Social and Philosophical Foundations of Education.","No substantive changes",no,="13.0901","Social and Philosophical Foundations of Education."
="13.10","Special Education and Teaching.","No substantive changes",no,="13.10","Special Education and Teaching."
="13.1001","Special Education and Teaching, General.","No substantive changes",no,="13.1001","Special Education and Teaching, General."
="13.1003","Education/Teaching of Individuals with Hearing Impairments Including Deafness.","No substantive changes",no,="13.1003","Education/Teaching of Individuals with Hearing Impairments Including Deafness."
="13.1004","Education/Teaching of the Gifted and Talented.","No substantive changes",no,="13.1004","Education/Teaching of the Gifted and Talented."
="13.1005","Education/Teaching of Individuals with Emotional Disturbances.","No substantive changes",no,="13.1005","Education/Teaching of Individuals with Emotional Disturbances."
="13.1006","Education/Teaching of Individuals with Mental Retardation.","No substantive changes",no,="13.1006","Education/Teaching of Individuals with Mental Retardation."
="13.1007","Education/Teaching of Individuals with Multiple Disabilities.","No substantive changes",no,="13.1007","Education/Teaching of Individuals with Multiple Disabilities."
="13.1008","Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.","No substantive changes",no,="13.1008","Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments."
="13.1009","Education/Teaching of Individuals with Vision Impairments Including Blindness.","No substantive changes",no,="13.1009","Education/Teaching of Individuals with Vision Impairments Including Blindness."
="13.1011","Education/Teaching of Individuals with Specific Learning Disabilities.","No substantive changes",no,="13.1011","Education/Teaching of Individuals with Specific Learning Disabilities."
="13.1012","Education/Teaching of Individuals with Speech or Language Impairments.","No substantive changes",no,="13.1012","Education/Teaching of Individuals with Speech or Language Impairments."
="13.1013","Education/Teaching of Individuals with Autism.","No substantive changes",no,="13.1013","Education/Teaching of Individuals with Autism."
="13.1014","Education/Teaching of Individuals Who are Developmentally Delayed.","No substantive changes",no,="13.1014","Education/Teaching of Individuals Who are Developmentally Delayed."
="13.1015","Education/Teaching of Individuals in Early Childhood Special Education Programs.","No substantive changes",no,="13.1015","Education/Teaching of Individuals in Early Childhood Special Education Programs."
="13.1016","Education/Teaching of Individuals with Traumatic Brain Injuries.","No substantive changes",no,="13.1016","Education/Teaching of Individuals with Traumatic Brain Injuries."
"","","New",no,="13.1017","Education/Teaching of Individuals in Elementary Special Education Programs."
"","","New",no,="13.1018","Education/Teaching of Individuals in Junior High/Middle School Special Education Programs."
"","","New",no,="13.1019","Education/Teaching of Individuals in Secondary Special Education Programs."
="13.1099","Special Education and Teaching, Other.","No substantive changes",no,="13.1099","Special Education and Teaching, Other."
="13.11","Student Counseling and Personnel Services.","No substantive changes",no,="13.11","Student Counseling and Personnel Services."
="13.1101","Counselor Education/School Counseling and Guidance Services.","No substantive changes",no,="13.1101","Counselor Education/School Counseling and Guidance Services."
="13.1102","College Student Counseling and Personnel Services.","No substantive changes",no,="13.1102","College Student Counseling and Personnel Services."
