CIPCODE,CIPTitle,Discipline,Historical Categories,Associates, Bachelors,Masters,Doctoral
12.0501,Baking and Pastry Arts/Baker/Pastry Chef,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0502,Bartending/Bartender,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0503,Culinary Arts/Chef Training,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0504,"Restaurant, Culinary, and Catering Management/Manager",Personal Services,,Professional/Vocational,Business & Management,Business & Management,Business & Management
12.0505,Food Preparation/Professional Cooking/Kitchen Assistant,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0506,Meat Cutting/Meat Cutter,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager",Personal Services,,Professional/Vocational,Business & Management,Business & Management,Business & Management
12.0508,Institutional Food Workers,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0509,Culinary Science/Culinology,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.051,Wine Steward/Sommelier,Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0588,"Institutional Food Workers and Administrators, General",Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.0599,"Culinary Arts and Related Services, Other",Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
12.9999,"Personal and Culinary Services, Other",Personal Services,,Professional/Vocational,Other/Unknown,Other/Unknown,Other/Unknown
13.0101,"Education, General",Education,,Professional/Vocational,Education,Education,Education
13.0201,Bilingual and Multilingual Education,Education,,Professional/Vocational,Education,Education,Education
13.0202,Multicultural Education,Education,,Professional/Vocational,Education,Education,Education
13.0203,Indian/Native American Education,Education,,Professional/Vocational,Education,Education,Education
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other",Education,,Professional/Vocational,Education,Education,Education
13.0301,Curriculum and Instruction,Education,,Professional/Vocational,Education,Education,Education
13.0401,"Educational Leadership and Administration, General",Education,,Professional/Vocational,Education,Education,Education
13.0402,Administration of Special Education,Education,,Professional/Vocational,Education,Education,Education
13.0403,Adult and Continuing Education Administration,Education,,Professional/Vocational,Education,Education,Education
13.0404,"Educational, Instructional, and Curriculum Supervision",Education,,Professional/Vocational,Education,Education,Education
13.0405,"Elementary, Middle & Secondary Education Admin",Education,,Professional/Vocational,Education,Education,Education
13.0406,Higher Education/Higher Education Administration,Education,,Professional/Vocational,Education,Education,Education
13.0407,Community College Education,Education,,Professional/Vocational,Education,Education,Education
13.0408,Elementary and Middle School Administration/Principalship,Education,,Professional/Vocational,Education,Education,Education
13.0409,Secondary School Administration/Principalship,Education,,Professional/Vocational,Education,Education,Education
13.041,Urban Education and Leadership,Education,,Professional/Vocational,Education,Education,Education
13.0411,Superintendency and Educational System Administration,Education,,Professional/Vocational,Education,Education,Education
13.0488,"Elementary, Middle and Secondary Education Administration",Education,,Professional/Vocational,Education,Education,Education
13.0499,"Educational Administration and Supervision, Other",Education,,Professional/Vocational,Education,Education,Education
13.0501,Educational/Instructional Technology,Education,,Professional/Vocational,Education,Education,Education
13.0601,Educational Evaluation and Research,Education,,Other/Unknown,Social & Behavioral Sciences,Social & Behavioral Sciences,Social & Behavioral Sciences
13.0603,Educational Statistics and Research Methods,Education,,Other/Unknown,Social & Behavioral Sciences,Social & Behavioral Sciences,Social & Behavioral Sciences
13.0604,"Educational Assessment, Testing, and Measurement",Education,,Other/Unknown,Social & Behavioral Sciences,Social & Behavioral Sciences,Social & Behavioral Sciences
13.0607,Learning Sciences,Education,,Other/Unknown,Social & Behavioral Sciences,Social & Behavioral Sciences,Social & Behavioral Sciences
13.0699,"Educational Assessment, Evaluation, and Research, Other",Education,,Other/Unknown,Social & Behavioral Sciences,Social & Behavioral Sciences,Social & Behavioral Sciences
13.0701,International and Comparative Education,Education,,Professional/Vocational,Education,Education,Education
13.0901,Social and Philosophical Foundations of Education,Education,,Professional/Vocational,Education,Education,Education
13.1001,"Special Education and Teaching, General",Education,,Professional/Vocational,Education,Education,Education
13.1003,"Education/Teaching of Individuals with Hearing Impairments,  Including Deafness",Education,,Professional/Vocational,Education,Education,Education
13.1004,Education/Teaching of the Gifted and Talented,Education,,Professional/Vocational,Education,Education,Education
13.1005,Education/Teaching of Individuals with Emotional Disturbances,Education,,Professional/Vocational,Education,Education,Education
13.1006,Education/Teaching of Individuals with Mental Retardation,Education,,Professional/Vocational,Education,Education,Education
13.1007,Education/Teaching of Individuals with Multiple Disabilities,Education,,Professional/Vocational,Education,Education,Education
13.1008,Education/Teaching of Individuals with Orthopedic/Oth Physical Health Impairments,Education,,Professional/Vocational,Education,Education,Education
13.1009,"Education/Teaching of Individuals with Vision Impairments, Including Blindness",Education,,Professional/Vocational,Education,Education,Education
13.1011,Education/Teaching of Individuals with Specific Learning Disabilities,Education,,Professional/Vocational,Education,Education,Education
13.1012,Education/Teaching of Individuals with Speech or Language Impairments,Education,,Professional/Vocational,Education,Education,Education
13.1013,Education/Teaching of Individuals with Autism,Education,,Professional/Vocational,Education,Education,Education
13.1014,Education/Teaching of Individuals Who are Developmentally Delayed,Education,,Professional/Vocational,Education,Education,Education
13.1015,Education/Teaching of Individuals in Early Childhood Special Education Programs,Education,,Professional/Vocational,Education,Education,Education
13.1016,Education/Teaching of Individuals with Traumatic Brain Injuries,Education,,Professional/Vocational,Education,Education,Education
13.1017,Education/Teaching of Individuals in Elementary Special Education Programs,Education,,Professional/Vocational,Education,Education,Education
13.1018,Education/Teaching of Individuals in Jr High/Middle School Special Ed. Programs,Education,,Professional/Vocational,Education,Education,Education
13.1019,Education/Teaching of Individuals in Secondary Special Education Programs,Education,,Professional/Vocational,Education,Education,Education
13.1099,"Special Education and Teaching, Other",Education,,Professional/Vocational,Education,Education,Education
13.1101,Counselor Education/School Counseling and Guidance Services,Education,,Professional/Vocational,Education,Education,Education
13.1102,College Student Counseling and Personnel Services,Education,,Professional/Vocational,Education,Education,Education
13.1199,"Student Counseling and Personnel Services, Other",Education,,Professional/Vocational,Education,Education,Education
13.1201,Adult and Continuing Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.1202,Elementary Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.1203,Junior High/Intermediate/Middle School Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.1204,Pre-Elem/Early Child/Kindergarten Teacher Educ,Education,,Professional/Vocational,Education,Education,Education
13.1205,Secondary Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.1206,"Teacher Education, Multiple Levels",Education,,Professional/Vocational,Education,Education,Education
13.1207,Montessori Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1208,Waldorf/Steiner Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1209,Kindergarten/PreSchool Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.121,Early Childhood Education and Teaching,Education,,Professional/Vocational,Education,Education,Education
13.1288,Pre-Elementary/Early Childhood/Kindergarten Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1299,"Teacher Education and Professional Development, Specific Levels and Methods, Other",Education,,Professional/Vocational,Education,Education,Education
13.1301,Agricultural Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1302,Art Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1303,Business Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1304,Driver and Safety Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1305,English/Language Arts Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1306,Foreign Language Teacher  Education,Education,,Professional/Vocational,Education,Education,Education
13.1307,Health Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1308,Family and Consumer Sciences/Home Economics Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1309,Technology Teacher Education/Industrial Arts Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.131,Sales and Marketing Operations/Marketing and Distribution Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1311,Mathematics Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1312,Music Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1314,Physical Education Teaching and Coaching,Education,,Professional/Vocational,Education,Education,Education
13.1315,Reading Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1316,Science Teacher Education/General Science Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1317,Social Science Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1318,Social Studies Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1319,Technical Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.132,Trade and Industrial Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1321,Computer Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1322,Biology Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1323,Chemistry Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1324,Drama and Dance Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1325,French Language Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1326,German Language Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1327,Health Occupations Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1328,History Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1329,Physics Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.133,Spanish Language Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1331,Speech Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1332,Geography Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1333,Latin Teacher Education,Education,,Professional/Vocational,Education,Education,Education
13.1334,School Librarian/School Library Media Specialist,Education,,Professional/Vocational,Education,Education,Education
